33,8,319.76,218.19,24.31,51.78,1.43,-1,-1,-1
34,2,384.85,233.52,20.70,71.07,1.47,-1,-1,-1
34,3,201.46,220.33,22.56,61.32,1.67,-1,-1,-1
34,5,302.46,273.56,52.56,127.37,1.71,-1,-1,-1
34,6,280.58,236.47,45.27,72.04,1.41,-1,-1,-1
34,7,128.83,247.99,68.11,67.85,1.63,-1,-1,-1
34,9,447.66,231.06,24.31,55.39,1.53,-1,-1,-1
34,10,373.20,231.21,20.19,67.84,1.48,-1,-1,-1
34,1,104.66,261.70,31.26,98.48,1.69,-1,-1,-1
34,13,653.68,246.22,27.09,75.89,1.48,-1,-1,-1
34,8,319.65,218.21,24.42,51.82,1.43,-1,-1,-1
35,2,381.61,233.91,22.38,70.29,1.45,-1,-1,-1
35,3,201.30,220.18,22.18,61.25,1.67,-1,-1,-1
35,5,299.78,273.55,52.98,127.64,1.61,-1,-1,-1
35,6,279.43,236.06,49.62,69.16,1.34,-1,-1,-1
35,7,133.13,248.04,67.20,68.04,1.64,-1,-1,-1
35,9,447.31,230.76,24.49,55.86,1.56,-1,-1,-1
35,10,373.25,230.64,19.71,68.57,1.50,-1,-1,-1
35,1,105.85,262.11,29.40,98.21,1.65,-1,-1,-1
35,13,656.72,244.42,26.01,78.09,1.51,-1,-1,-1
35,8,321.65,213.67,26.16,55.80,1.23,-1,-1,-1
35,18,529.89,218.82,20.53,57.13,1.12,-1,-1,-1
36,2,372.53,235.00,30.76,69.92,1.57,-1,-1,-1
36,3,200.77,220.16,22.45,61.85,1.66,-1,-1,-1
36,5,299.15,273.92,50.64,98.26,1.55,-1,-1,-1
36,6,283.14,236.38,50.34,77.09,1.37,-1,-1,-1
36,7,135.63,248.10,63.37,67.99,1.62,-1,-1,-1
36,9,448.27,231.47,23.36,55.42,1.65,-1,-1,-1
36,10,380.19,233.80,22.90,67.44,1.14,-1,-1,-1
36,1,104.69,262.95,29.59,97.16,1.62,-1,-1,-1
36,13,658.54,246.01,26.47,75.86,1.58,-1,-1,-1
36,8,324.37,210.24,25.85,58.95,1.45,-1,-1,-1
36,18,529.67,218.09,22.35,58.22,1.18,-1,-1,-1
36,20,372.43,230.19,22.20,69.72,1.48,-1,-1,-1
36,19,301.84,302.16,42.41,98.26,1.62,-1,-1,-1
37,2,370.44,235.51,32.91,70.29,1.53,-1,-1,-1
37,3,200.76,220.10,22.17,61.56,1.65,-1,-1,-1
37,5,297.53,274.58,49.74,95.11,1.60,-1,-1,-1
37,6,288.06,236.05,43.67,75.44,1.37,-1,-1,-1
37,7,136.68,247.68,64.91,68.43,1.66,-1,-1,-1
